-------------------------- jModeltest 2.1.10 v20160303 --------------------------
(c) 2011-onwards D. Darriba, G.L. Taboada, R. Doallo and D. Posada,
(1) Department of Biochemistry, Genetics and Immunology
    University of Vigo, 36310 Vigo, Spain.
(2) Department of Electronics and Systems
    University of A Coruna, 15071 A Coruna, Spain.
e-mail: ddarriba@udc.es, dposada@uvigo.es
--------------------------------------------------------------------------------
 
Mon Aug 07 10:02:12 PDT 2017
Linux 2.6.32-696.3.2.el6.x86_64, arch: amd64, bits: 64, numcores: 24
 
--------------------------------------------------------------------------------
Citation: Darriba D, Taboada GL, Doallo R and Posada D. 2012.
          "jModelTest 2: more models, new heuristics and parallel computing".
          Nature Methods 9(8), 772.
--------------------------------------------------------------------------------
 
jModelTest 2.1.10 v20160303
Copyright (C) 2011 D. Darriba, G.L. Taboada, R. Doallo and D. Posada
This program comes with ABSOLUTELY NO WARRANTY
This is free software, and you are welcome to redistribute it under certain
conditions
 
Notice: This program may contain errors. Please inspect results carefully.
 
PhyML binary: /projects/ps-ngbt/opt/comet/jmodeltest2/2.1.10/exe/phyml/PhyML_3.0_linux64 v20130103
 
Arguments = -tr 24 --set-property log-dir=./ -d infile.phy -s 11 -f -i -g 4 -t ML -AIC -AICc -BIC -DT -S BEST -p -a -w

Reading data file "infile.phy"... OK.
  number of sequences: 71
  number of sites: 1055
 
 
---------------------------------------------------------------
*                                                             *
*        COMPUTATION OF LIKELIHOOD SCORES WITH PHYML          *
*                                                             *
---------------------------------------------------------------
 
::Settings::
 
 Phyml version = 20130103
 Phyml binary = PhyML_3.0_linux64
 Phyml path = /projects/ps-ngbt/opt/comet/jmodeltest2/2.1.10/exe/phyml/
 Candidate models = 88
   number of substitution schemes = 11
   including models with equal/unequal base frequencies (+F)
   including models with/without a proportion of invariable sites (+I)
   including models with/without rate variation among sites (+G) (nCat = 4)
 Optimized free parameters (K) = substitution parameters + 139 branch lengths + topology 
 Base tree for likelihood calculations = ML tree
 Tree topology search operation = BEST
 
 
 
::Progress::
 
Model 		 Exec. Time 	 Total Time 	 -lnL
-------------------------------------------------------------------------
F81+G		00h:00:43:04	00h:00:43:04	    3398.0600	 (1/88)
TIM1+I+G	00h:02:22:07	00h:02:22:07	    3282.8997	 (28/88)
TIM2+G		00h:00:52:02	00h:02:23:06	    3306.9639	 (29/88)
HKY+I		00h:00:22:07	00h:02:26:01	    3320.8065	 (30/88)
F81+I		00h:00:23:00	00h:02:26:02	    3394.8035	 (31/88)
JC+G		00h:00:51:08	00h:02:27:06	    3421.3657	 (32/88)
K80+G		00h:00:49:03	00h:02:28:04	    3353.7635	 (33/88)
TrN+I		00h:00:23:07	00h:02:29:02	    3308.3118	 (34/88)
TPM2+G		00h:00:49:07	00h:02:31:03	    3348.9609	 (35/88)
TPM3uf+G	00h:01:03:05	00h:02:31:07	    3324.6115	 (36/88)
TIM1ef+G	00h:00:47:05	00h:02:33:00	    3334.3656	 (37/88)
TIM3+G		00h:01:05:01	00h:02:37:00	    3307.6786	 (38/88)
TPM1+G		00h:00:59:02	00h:02:40:06	    3352.9636	 (39/88)
TrNef+G		00h:01:02:01	00h:02:41:02	    3335.2021	 (40/88)
GTR+G		00h:01:06:08	00h:02:41:06	    3305.6421	 (41/88)
TPM1uf+I	00h:00:22:06	00h:02:41:08	    3320.3049	 (42/88)
TPM2uf+I	00h:00:22:05	00h:02:42:02	    3320.2455	 (43/88)
TVMef+G		00h:00:46:09	00h:02:42:03	    3348.1118	 (44/88)
TPM3+G		00h:01:01:07	00h:02:45:02	    3353.7683	 (45/88)
TIM1+I		00h:00:23:05	00h:02:45:05	    3307.1953	 (46/88)
TIM2+I		00h:00:23:04	00h:02:46:01	    3307.0879	 (47/88)
TPM3uf+I	00h:00:25:00	00h:02:46:05	    3320.5631	 (48/88)
TIM3+I		00h:00:23:04	00h:02:47:01	    3308.0689	 (49/88)
TIM2+I+G	00h:02:49:09	00h:02:49:09	    3282.1734	 (50/88)
GTR+I		00h:00:24:01	00h:02:50:03	    3306.3727	 (51/88)
JC+I		00h:00:22:09	00h:02:50:05	    3417.3135	 (52/88)
TrNef+I		00h:00:22:02	00h:02:51:04	    3333.9157	 (53/88)
SYM+G		00h:00:51:04	00h:02:51:05	    3329.5448	 (54/88)
K80+I		00h:00:23:07	00h:02:52:01	    3349.0031	 (55/88)
TIM2ef+G	00h:01:07:01	00h:02:53:06	    3330.3935	 (56/88)
TVM+I		00h:00:27:08	00h:02:53:09	    3318.9606	 (57/88)
TPM1+I		00h:00:23:01	00h:02:54:04	    3348.1681	 (58/88)
TPM2+I		00h:00:23:03	00h:02:55:00	    3344.5091	 (59/88)
F81		00h:00:13:06	00h:02:55:09	    3580.5419	 (60/88)
TPM3+I		00h:00:23:03	00h:02:56:03	    3349.0258	 (61/88)
HKY		00h:00:14:09	00h:02:57:03	    3513.1010	 (62/88)
TIM1ef+I	00h:00:22:02	00h:02:59:02	    3333.0383	 (63/88)
TIM3ef+G	00h:01:08:02	00h:02:59:02	    3335.2015	 (64/88)
TrN		00h:00:14:06	00h:02:59:08	    3485.0360	 (65/88)
TPM1uf		00h:00:14:07	00h:03:00:02	    3512.9397	 (66/88)
TPM2uf		00h:00:14:08	00h:03:00:09	    3510.6270	 (67/88)
TIM1		00h:00:14:05	00h:03:01:05	    3484.8392	 (68/88)
TIM3ef+I	00h:00:22:01	00h:03:03:04	    3333.9044	 (69/88)
TIM2		00h:00:14:04	00h:03:04:03	    3482.3813	 (70/88)
TPM3uf		00h:00:18:07	00h:03:05:03	    3511.5863	 (71/88)
JC		00h:00:14:00	00h:03:05:05	    3603.5861	 (72/88)
TIM3		00h:00:16:03	00h:03:06:06	    3483.6734	 (73/88)
K80		00h:00:14:05	00h:03:06:06	    3540.5030	 (74/88)
TVMef+I		00h:00:25:00	00h:03:06:06	    3343.6269	 (75/88)
TIM2ef+I	00h:00:26:03	00h:03:06:09	    3329.1243	 (76/88)
TVM		00h:00:17:03	00h:03:07:07	    3508.5117	 (77/88)
GTR		00h:00:16:05	00h:03:08:00	    3480.3751	 (78/88)
TrNef		00h:00:14:04	00h:03:08:00	    3513.9538	 (79/88)
TPM1		00h:00:14:03	00h:03:08:02	    3539.9524	 (80/88)
TPM2		00h:00:14:02	00h:03:08:06	    3534.5488	 (81/88)
SYM+I		00h:00:27:00	00h:03:08:08	    3328.3211	 (82/88)
TIM1ef		00h:00:14:05	00h:03:10:04	    3513.3680	 (83/88)
TIM2ef		00h:00:14:04	00h:03:10:07	    3508.0663	 (84/88)
TIM3ef		00h:00:14:05	00h:03:11:08	    3513.7131	 (85/88)
TPM3		00h:00:17:07	00h:03:12:07	    3540.1383	 (86/88)
SYM		00h:00:14:08	00h:03:14:00	    3507.1125	 (87/88)
TVMef		00h:00:17:06	00h:03:16:09	    3533.4566	 (88/88)
 
   Model = JC
   partition = 000000
   -lnL = 3603.5861
   K = 140 
 
   Model = JC+I
   partition = 000000
   -lnL = 3417.3135
   K = 141
   p-inv = 0.7960 
 
   Model = JC+G
   partition = 000000
   -lnL = 3421.3657
   K = 141
   gamma shape = 0.0740 
 
   Model = JC+I+G
   partition = 000000
   -lnL = 3394.2225
   K = 142
   p-inv = 0.6820
   gamma shape = 0.6650 
 
   Model = F81
   partition = 000000
   -lnL = 3580.5419
   K = 143
   freqA = 0.1938 
   freqC = 0.2771 
   freqG = 0.3094 
   freqT = 0.2196  
 
   Model = F81+I
   partition = 000000
   -lnL = 3394.8035
   K = 144
   freqA = 0.1892 
   freqC = 0.2789 
   freqG = 0.3060 
   freqT = 0.2259 
   p-inv = 0.7960 
 
   Model = F81+G
   partition = 000000
   -lnL = 3398.0600
   K = 144
   freqA = 0.1895 
   freqC = 0.2784 
   freqG = 0.3069 
   freqT = 0.2252 
   gamma shape = 0.0750 
 
   Model = F81+I+G
   partition = 000000
   -lnL = 3370.9872
   K = 145
   freqA = 0.1882 
   freqC = 0.2818 
   freqG = 0.3033 
   freqT = 0.2267 
   p-inv = 0.6810
   gamma shape = 0.6570 
 
   Model = K80
   partition = 010010
   -lnL = 3540.5030
   K = 141
   kappa = 3.5751 (ti/tv = 1.7875) 
 
   Model = K80+I
   partition = 010010
   -lnL = 3349.0031
   K = 142
   kappa = 4.1498 (ti/tv = 2.0749)
   p-inv = 0.7990 
 
   Model = K80+G
   partition = 010010
   -lnL = 3353.7635
   K = 142
   kappa = 4.0780 (ti/tv = 2.0390)
   gamma shape = 0.0660 
 
   Model = K80+I+G
   partition = 010010
   -lnL = 3324.6250
   K = 143
   kappa = 4.3510 (ti/tv = 2.1755)
   p-inv = 0.6880
   gamma shape = 0.6430 
 
   Model = HKY
   partition = 010010
   -lnL = 3513.1010
   K = 144
   freqA = 0.1868 
   freqC = 0.2843 
   freqG = 0.3101 
   freqT = 0.2188 
   kappa = 3.7402 (ti/tv = 1.7974) 
 
   Model = HKY+I
   partition = 010010
   -lnL = 3320.8065
   K = 145
   freqA = 0.1852 
   freqC = 0.2740 
   freqG = 0.3206 
   freqT = 0.2202 
   kappa = 4.3512 (ti/tv = 2.0839)
   p-inv = 0.7970 
 
   Model = HKY+G
   partition = 010010
   -lnL = 3325.1896
   K = 145
   freqA = 0.1843 
   freqC = 0.2758 
   freqG = 0.3206 
   freqT = 0.2193 
   kappa = 4.2917 (ti/tv = 2.0528)
   gamma shape = 0.0750 
 
   Model = HKY+I+G
   partition = 010010
   -lnL = 3295.4871
   K = 146
   freqA = 0.1844 
   freqC = 0.2781 
   freqG = 0.3205 
   freqT = 0.2171 
   kappa = 4.7090 (ti/tv = 2.2502)
   p-inv = 0.6840
   gamma shape = 0.6210 
 
   Model = TrNef
   partition = 010020
   -lnL = 3513.9538
   K = 142
   R(a) [AC] =  1.0000
   R(b) [AG] =  1.9400
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  5.5618
   R(f) [GT] =  1.0000 
 
   Model = TrNef+I
   partition = 010020
   -lnL = 3333.9157
   K = 143
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.2957
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  6.1491
   R(f) [GT] =  1.0000
   p-inv = 0.7860 
 
   Model = TrNef+G
   partition = 010020
   -lnL = 3335.2021
   K = 143
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.1128
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  6.5653
   R(f) [GT] =  1.0000
   gamma shape = 0.1010 
 
   Model = TrNef+I+G
   partition = 010020
   -lnL = 3311.9418
   K = 144
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.2728
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  6.7575
   R(f) [GT] =  1.0000
   p-inv = 0.6710
   gamma shape = 0.6760 
 
   Model = TrN
   partition = 010020
   -lnL = 3485.0360
   K = 145
   freqA = 0.2073 
   freqC = 0.2635 
   freqG = 0.3314 
   freqT = 0.1978 
   R(a) [AC] =  1.0000
   R(b) [AG] =  1.8901
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  6.1642
   R(f) [GT] =  1.0000 
 
   Model = TrN+I
   partition = 010020
   -lnL = 3308.3118
   K = 146
   freqA = 0.2009 
   freqC = 0.2587 
   freqG = 0.3312 
   freqT = 0.2092 
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.4303
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  6.5541
   R(f) [GT] =  1.0000
   p-inv = 0.7840 
 
   Model = TrN+G
   partition = 010020
   -lnL = 3308.1116
   K = 146
   freqA = 0.2036 
   freqC = 0.2585 
   freqG = 0.3330 
   freqT = 0.2049 
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.1134
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  7.2892
   R(f) [GT] =  1.0000
   gamma shape = 0.1110 
 
   Model = TrN+I+G
   partition = 010020
   -lnL = 3283.3446
   K = 147
   freqA = 0.2010 
   freqC = 0.2621 
   freqG = 0.3335 
   freqT = 0.2034 
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.4061
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  7.6702
   R(f) [GT] =  1.0000
   p-inv = 0.6590
   gamma shape = 0.6120 
 
   Model = TPM1
   partition = 012210
   -lnL = 3539.9524
   K = 142
   R(a) [AC] =  1.0000
   R(b) [AG] =  4.0038
   R(c) [AT] =  1.2374
   R(d) [CG] =  1.2374
   R(e) [CT] =  4.0038
   R(f) [GT] =  1.0000 
 
   Model = TPM1+I
   partition = 012210
   -lnL = 3348.1681
   K = 143
   R(a) [AC] =  1.0000
   R(b) [AG] =  4.9508
   R(c) [AT] =  1.3795
   R(d) [CG] =  1.3795
   R(e) [CT] =  4.9508
   R(f) [GT] =  1.0000
   p-inv = 0.7990 
 
   Model = TPM1+G
   partition = 012210
   -lnL = 3352.9635
   K = 143
   R(a) [AC] =  1.0000
   R(b) [AG] =  4.8304
   R(c) [AT] =  1.3593
   R(d) [CG] =  1.3593
   R(e) [CT] =  4.8304
   R(f) [GT] =  1.0000
   gamma shape = 0.0650 
 
   Model = TPM1+I+G
   partition = 012210
   -lnL = 3324.7803
   K = 144
   R(a) [AC] =  1.0000
   R(b) [AG] =  5.0731
   R(c) [AT] =  1.3778
   R(d) [CG] =  1.3778
   R(e) [CT] =  5.0731
   R(f) [GT] =  1.0000
   p-inv = 0.6910
   gamma shape = 0.6620 
 
   Model = TPM1uf
   partition = 012210
   -lnL = 3512.9396
   K = 145
   freqA = 0.1870 
   freqC = 0.2839 
   freqG = 0.3098 
   freqT = 0.2192 
   R(a) [AC] =  1.0000
   R(b) [AG] =  3.9971
   R(c) [AT] =  1.1313
   R(d) [CG] =  1.1313
   R(e) [CT] =  3.9971
   R(f) [GT] =  1.0000 
 
   Model = TPM1uf+I
   partition = 012210
   -lnL = 3320.3049
   K = 146
   freqA = 0.1854 
   freqC = 0.2732 
   freqG = 0.3204 
   freqT = 0.2210 
   R(a) [AC] =  1.0000
   R(b) [AG] =  4.9946
   R(c) [AT] =  1.2845
   R(d) [CG] =  1.2845
   R(e) [CT] =  4.9946
   R(f) [GT] =  1.0000
   p-inv = 0.7980 
 
   Model = TPM1uf+G
   partition = 012210
   -lnL = 3324.7880
   K = 146
   freqA = 0.1846 
   freqC = 0.2749 
   freqG = 0.3204 
   freqT = 0.2202 
   R(a) [AC] =  1.0000
   R(b) [AG] =  4.8499
   R(c) [AT] =  1.2468
   R(d) [CG] =  1.2468
   R(e) [CT] =  4.8499
   R(f) [GT] =  1.0000
   gamma shape = 0.0730 
 
   Model = TPM1uf+I+G
   partition = 012210
   -lnL = 3295.2256
   K = 147
   freqA = 0.1846 
   freqC = 0.2774 
   freqG = 0.3202 
   freqT = 0.2178 
   R(a) [AC] =  1.0000
   R(b) [AG] =  5.2428
   R(c) [AT] =  1.2183
   R(d) [CG] =  1.2183
   R(e) [CT] =  5.2428
   R(f) [GT] =  1.0000
   p-inv = 0.6850
   gamma shape = 0.6260 
 
   Model = TPM2
   partition = 010212
   -lnL = 3534.5488
   K = 142
   R(a) [AC] =  0.4946
   R(b) [AG] =  2.7900
   R(c) [AT] =  0.4946
   R(d) [CG] =  1.0000
   R(e) [CT] =  2.7900
   R(f) [GT] =  1.0000 
 
   Model = TPM2+I
   partition = 010212
   -lnL = 3344.5091
   K = 143
   R(a) [AC] =  0.4853
   R(b) [AG] =  3.1986
   R(c) [AT] =  0.4853
   R(d) [CG] =  1.0000
   R(e) [CT] =  3.1986
   R(f) [GT] =  1.0000
   p-inv = 0.7980 
 
   Model = TPM2+G
   partition = 010212
   -lnL = 3348.9609
   K = 143
   R(a) [AC] =  0.4658
   R(b) [AG] =  3.0450
   R(c) [AT] =  0.4658
   R(d) [CG] =  1.0000
   R(e) [CT] =  3.0450
   R(f) [GT] =  1.0000
   gamma shape = 0.0740 
 
   Model = TPM2+I+G
   partition = 010212
   -lnL = 3318.4492
   K = 144
   R(a) [AC] =  0.4016
   R(b) [AG] =  3.1433
   R(c) [AT] =  0.4016
   R(d) [CG] =  1.0000
   R(e) [CT] =  3.1433
   R(f) [GT] =  1.0000
   p-inv = 0.6860
   gamma shape = 0.6340 
 
   Model = TPM2uf
   partition = 010212
   -lnL = 3510.6270
   K = 145
   freqA = 0.1907 
   freqC = 0.2844 
   freqG = 0.3060 
   freqT = 0.2189 
   R(a) [AC] =  0.6267
   R(b) [AG] =  3.2026
   R(c) [AT] =  0.6267
   R(d) [CG] =  1.0000
   R(e) [CT] =  3.2026
   R(f) [GT] =  1.0000 
 
   Model = TPM2uf+I
   partition = 010212
   -lnL = 3320.2455
   K = 146
   freqA = 0.1882 
   freqC = 0.2741 
   freqG = 0.3175 
   freqT = 0.2202 
   R(a) [AC] =  0.7633
   R(b) [AG] =  3.9675
   R(c) [AT] =  0.7633
   R(d) [CG] =  1.0000
   R(e) [CT] =  3.9675
   R(f) [GT] =  1.0000
   p-inv = 0.7980 
 
   Model = TPM2uf+G
   partition = 010212
   -lnL = 3324.6473
   K = 146
   freqA = 0.1875 
   freqC = 0.2758 
   freqG = 0.3173 
   freqT = 0.2194 
   R(a) [AC] =  0.7662
   R(b) [AG] =  3.9207
   R(c) [AT] =  0.7662
   R(d) [CG] =  1.0000
   R(e) [CT] =  3.9207
   R(f) [GT] =  1.0000
   gamma shape = 0.0740 
 
   Model = TPM2uf+I+G
   partition = 010212
   -lnL = 3294.8719
   K = 147
   freqA = 0.1883 
   freqC = 0.2781 
   freqG = 0.3164 
   freqT = 0.2171 
   R(a) [AC] =  0.7307
   R(b) [AG] =  4.2188
   R(c) [AT] =  0.7307
   R(d) [CG] =  1.0000
   R(e) [CT] =  4.2188
   R(f) [GT] =  1.0000
   p-inv = 0.6840
   gamma shape = 0.6240 
 
   Model = TPM3
   partition = 012012
   -lnL = 3540.1383
   K = 142
   R(a) [AC] =  0.8432
   R(b) [AG] =  3.2733
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.8432
   R(e) [CT] =  3.2733
   R(f) [GT] =  1.0000 
 
   Model = TPM3+I
   partition = 012012
   -lnL = 3349.0257
   K = 143
   R(a) [AC] =  0.9738
   R(b) [AG] =  4.0943
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.9738
   R(e) [CT] =  4.0943
   R(f) [GT] =  1.0000
   p-inv = 0.7990 
 
   Model = TPM3+G
   partition = 012012
   -lnL = 3353.7683
   K = 143
   R(a) [AC] =  0.9505
   R(b) [AG] =  3.9756
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.9505
   R(e) [CT] =  3.9756
   R(f) [GT] =  1.0000
   gamma shape = 0.0670 
 
   Model = TPM3+I+G
   partition = 012012
   -lnL = 3324.6182
   K = 144
   R(a) [AC] =  0.9695
   R(b) [AG] =  4.2825
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.9695
   R(e) [CT] =  4.2825
   R(f) [GT] =  1.0000
   p-inv = 0.6880
   gamma shape = 0.6430 
 
   Model = TPM3uf
   partition = 012012
   -lnL = 3511.5863
   K = 145
   freqA = 0.1868 
   freqC = 0.2884 
   freqG = 0.3101 
   freqT = 0.2147 
   R(a) [AC] =  0.7066
   R(b) [AG] =  3.1101
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.7066
   R(e) [CT] =  3.1101
   R(f) [GT] =  1.0000 
 
   Model = TPM3uf+I
   partition = 012012
   -lnL = 3320.5631
   K = 146
   freqA = 0.1852 
   freqC = 0.2756 
   freqG = 0.3205 
   freqT = 0.2187 
   R(a) [AC] =  0.8451
   R(b) [AG] =  3.9861
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.8451
   R(e) [CT] =  3.9861
   R(f) [GT] =  1.0000
   p-inv = 0.7970 
 
   Model = TPM3uf+G
   partition = 012012
   -lnL = 3324.6115
   K = 146
   freqA = 0.1838 
   freqC = 0.2783 
   freqG = 0.3199 
   freqT = 0.2181 
   R(a) [AC] =  0.8814
   R(b) [AG] =  4.0907
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.8814
   R(e) [CT] =  4.0907
   R(f) [GT] =  1.0000
   gamma shape = 0.0790 
 
   Model = TPM3uf+I+G
   partition = 012012
   -lnL = 3294.9585
   K = 147
   freqA = 0.1843 
   freqC = 0.2809 
   freqG = 0.3204 
   freqT = 0.2145 
   R(a) [AC] =  0.7689
   R(b) [AG] =  4.1073
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.7689
   R(e) [CT] =  4.1073
   R(f) [GT] =  1.0000
   p-inv = 0.6830
   gamma shape = 0.6170 
 
   Model = TIM1ef
   partition = 012230
   -lnL = 3513.3680
   K = 143
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.1714
   R(c) [AT] =  1.2376
   R(d) [CG] =  1.2376
   R(e) [CT] =  6.2270
   R(f) [GT] =  1.0000 
 
   Model = TIM1ef+I
   partition = 012230
   -lnL = 3333.0383
   K = 144
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.7369
   R(c) [AT] =  1.3795
   R(d) [CG] =  1.3795
   R(e) [CT] =  7.3378
   R(f) [GT] =  1.0000
   p-inv = 0.7860 
 
   Model = TIM1ef+G
   partition = 012230
   -lnL = 3334.3656
   K = 144
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.4968
   R(c) [AT] =  1.3610
   R(d) [CG] =  1.3610
   R(e) [CT] =  7.7663
   R(f) [GT] =  1.0000
   gamma shape = 0.1010 
 
   Model = TIM1ef+I+G
   partition = 012230
   -lnL = 3310.5313
   K = 145
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.7935
   R(c) [AT] =  1.3923
   R(d) [CG] =  1.3923
   R(e) [CT] =  8.2245
   R(f) [GT] =  1.0000
   p-inv = 0.6720
   gamma shape = 0.6730 
 
   Model = TIM1
   partition = 012230
   -lnL = 3484.8392
   K = 146
   freqA = 0.2076 
   freqC = 0.2633 
   freqG = 0.3311 
   freqT = 0.1980 
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.0202
   R(c) [AT] =  1.1323
   R(d) [CG] =  1.1323
   R(e) [CT] =  6.5896
   R(f) [GT] =  1.0000 
 
   Model = TIM1+I
   partition = 012230
   -lnL = 3307.1953
   K = 147
   freqA = 0.2018 
   freqC = 0.2575 
   freqG = 0.3307 
   freqT = 0.2101 
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.7345
   R(c) [AT] =  1.2994
   R(d) [CG] =  1.2994
   R(e) [CT] =  7.6821
   R(f) [GT] =  1.0000
   p-inv = 0.7840 
 
   Model = TIM1+G
   partition = 012230
   -lnL = 3307.6562
   K = 147
   freqA = 0.2039 
   freqC = 0.2577 
   freqG = 0.3327 
   freqT = 0.2057 
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.3939
   R(c) [AT] =  1.2576
   R(d) [CG] =  1.2576
   R(e) [CT] =  8.2561
   R(f) [GT] =  1.0000
   gamma shape = 0.1100 
 
   Model = TIM1+I+G
   partition = 012230
   -lnL = 3282.8997
   K = 148
   freqA = 0.2014 
   freqC = 0.2613 
   freqG = 0.3332 
   freqT = 0.2041 
   R(a) [AC] =  1.0000
   R(b) [AG] =  2.7486
   R(c) [AT] =  1.2785
   R(d) [CG] =  1.2785
   R(e) [CT] =  8.7961
   R(f) [GT] =  1.0000
   p-inv = 0.6620
   gamma shape = 0.6200 
 
   Model = TIM2ef
   partition = 010232
   -lnL = 3508.0663
