-------------------------- jModeltest 2.1.10 v20160303 --------------------------
(c) 2011-onwards D. Darriba, G.L. Taboada, R. Doallo and D. Posada,
(1) Department of Biochemistry, Genetics and Immunology
    University of Vigo, 36310 Vigo, Spain.
(2) Department of Electronics and Systems
    University of A Coruna, 15071 A Coruna, Spain.
e-mail: ddarriba@udc.es, dposada@uvigo.es
--------------------------------------------------------------------------------
 
Thu Aug 03 07:52:13 PDT 2017
Linux 2.6.32-696.3.2.el6.x86_64, arch: amd64, bits: 64, numcores: 24
 
--------------------------------------------------------------------------------
Citation: Darriba D, Taboada GL, Doallo R and Posada D. 2012.
          "jModelTest 2: more models, new heuristics and parallel computing".
          Nature Methods 9(8), 772.
--------------------------------------------------------------------------------
 
jModelTest 2.1.10 v20160303
Copyright (C) 2011 D. Darriba, G.L. Taboada, R. Doallo and D. Posada
This program comes with ABSOLUTELY NO WARRANTY
This is free software, and you are welcome to redistribute it under certain
conditions
 
Notice: This program may contain errors. Please inspect results carefully.
 
PhyML binary: /projects/ps-ngbt/opt/comet/jmodeltest2/2.1.10/exe/phyml/PhyML_3.0_linux64 v20130103
 
Arguments = -tr 24 --set-property log-dir=./ -d infile.phy -s 11 -f -i -g 4 -t ML -AIC -AICc -BIC -DT -S BEST -p -a -w

Reading data file "infile.phy"... OK.
  number of sequences: 73
  number of sites: 658
 
 
---------------------------------------------------------------
*                                                             *
*        COMPUTATION OF LIKELIHOOD SCORES WITH PHYML          *
*                                                             *
---------------------------------------------------------------
 
::Settings::
 
 Phyml version = 20130103
 Phyml binary = PhyML_3.0_linux64
 Phyml path = /projects/ps-ngbt/opt/comet/jmodeltest2/2.1.10/exe/phyml/
 Candidate models = 88
   number of substitution schemes = 11
   including models with equal/unequal base frequencies (+F)
   including models with/without a proportion of invariable sites (+I)
   including models with/without rate variation among sites (+G) (nCat = 4)
 Optimized free parameters (K) = substitution parameters + 143 branch lengths + topology 
 Base tree for likelihood calculations = ML tree
 Tree topology search operation = BEST
 
 
 
::Progress::
 
Model 		 Exec. Time 	 Total Time 	 -lnL
-------------------------------------------------------------------------
F81+G		00h:01:13:06	00h:01:13:07	    5399.7772	 (1/88)
TIM1+I+G	00h:03:07:09	00h:03:07:09	    4986.8508	 (29/88)
F81+I		00h:00:24:08	00h:03:15:02	    5444.7973	 (30/88)
TPM1uf+G	00h:02:01:01	00h:03:18:02	    5009.9090	 (31/88)
TPM3+G		00h:00:54:09	00h:03:22:04	    5130.3580	 (32/88)
TPM2uf+G	00h:02:06:09	00h:03:24:09	    5007.4939	 (33/88)
GTR+I+G		00h:03:25:01	00h:03:25:01	    4977.6381	 (34/88)
TIM3+G		00h:02:04:03	00h:03:26:04	    5012.7125	 (35/88)
TIM1ef+G	00h:00:58:01	00h:03:27:05	    5128.6794	 (36/88)
TIM2+I+G	00h:03:33:04	00h:03:33:04	    4981.4084	 (37/88)
TPM3uf+G	00h:02:15:07	00h:03:34:05	    5010.3347	 (38/88)
GTR+G		00h:02:06:02	00h:03:36:00	    5010.1829	 (39/88)
TIM1+G		00h:02:17:00	00h:03:37:02	    5009.9032	 (40/88)
TPM2uf+I	00h:00:36:05	00h:03:38:03	    5088.2831	 (41/88)
HKY+I		00h:00:44:09	00h:03:39:00	    5088.6676	 (42/88)
JC+I		00h:00:18:06	00h:03:41:00	    5473.6134	 (43/88)
TIM2ef+G	00h:00:56:04	00h:03:42:01	    5135.1353	 (44/88)
TPM3uf+I	00h:00:38:08	00h:03:42:04	    5089.0802	 (45/88)
TIM3ef+G	00h:00:55:06	00h:03:42:04	    5121.6422	 (46/88)
TIM1+I		00h:00:38:00	00h:03:43:05	    5085.8638	 (47/88)
TrN+I		00h:00:45:05	00h:03:43:08	    5082.9123	 (48/88)
TIM2+I		00h:00:37:06	00h:03:44:08	    5083.8894	 (49/88)
TPM1uf+I	00h:00:44:02	00h:03:45:06	    5086.5136	 (50/88)
TrNef+I		00h:00:20:07	00h:03:45:08	    5179.8929	 (51/88)
TPM2+I		00h:00:18:09	00h:03:46:04	    5197.5079	 (52/88)
TVMef+G		00h:00:57:07	00h:03:46:06	    5125.8121	 (53/88)
TVM+G		00h:02:24:05	00h:03:47:09	    5006.3957	 (54/88)
TIM3+I		00h:00:40:06	00h:03:48:05	    5085.3057	 (55/88)
SYM+G		00h:00:58:05	00h:03:48:08	    5117.4038	 (56/88)
TVM+I		00h:00:34:05	00h:03:49:07	    5088.2474	 (57/88)
TPM1+I		00h:00:26:00	00h:03:52:04	    5191.3966	 (58/88)
K80+I		00h:00:28:00	00h:03:52:09	    5193.7695	 (59/88)
F81		00h:00:14:06	00h:03:55:06	    5985.8688	 (60/88)
TPM1uf		00h:00:15:07	00h:03:58:01	    5705.5978	 (61/88)
TIM2ef+I	00h:00:23:01	00h:03:59:01	    5179.6055	 (62/88)
HKY		00h:00:17:00	00h:03:59:02	    5715.0783	 (63/88)
TVMef+I		00h:00:22:02	00h:04:00:06	    5181.0636	 (64/88)
TPM3+I		00h:00:27:03	00h:04:00:08	    5184.5725	 (65/88)
TPM3uf		00h:00:17:01	00h:04:01:00	    5690.1867	 (66/88)
SYM+I		00h:00:22:03	00h:04:01:03	    5156.6328	 (67/88)
JC		00h:00:14:04	00h:04:02:04	    5997.7989	 (68/88)
TPM2uf		00h:00:18:08	00h:04:02:04	    5696.4485	 (69/88)
TrN		00h:00:20:08	00h:04:03:02	    5707.7920	 (70/88)
TIM3		00h:00:17:07	00h:04:03:05	    5680.1685	 (71/88)
K80		00h:00:15:01	00h:04:03:06	    5743.0356	 (72/88)
TPM1		00h:00:14:07	00h:04:04:04	    5734.9983	 (73/88)
TIM2		00h:00:18:09	00h:04:04:05	    5690.6931	 (74/88)
TrNef		00h:00:15:08	00h:04:04:07	    5733.0092	 (75/88)
GTR+I		00h:00:46:07	00h:04:04:09	    5080.3407	 (76/88)
TVM		00h:00:18:07	00h:04:05:01	    5671.0545	 (77/88)
TIM1		00h:00:20:04	00h:04:05:02	    5698.7450	 (78/88)
GTR		00h:00:19:04	00h:04:06:00	    5662.3775	 (79/88)
TPM2		00h:00:14:09	00h:04:07:03	    5731.3001	 (80/88)
TIM3ef+I	00h:00:30:07	00h:04:07:09	    5160.5051	 (81/88)
TIM1ef+I	00h:00:33:09	00h:04:08:03	    5167.6637	 (82/88)
TPM3		00h:00:16:07	00h:04:09:06	    5703.6127	 (83/88)
TIM1ef		00h:00:15:03	00h:04:10:09	    5724.3887	 (84/88)
TVMef		00h:00:14:05	00h:04:13:07	    5691.7067	 (85/88)
TIM2ef		00h:00:15:07	00h:04:13:08	    5721.1476	 (86/88)
TIM3ef		00h:00:15:03	00h:04:14:05	    5693.9202	 (87/88)
SYM		00h:00:14:06	00h:04:15:02	    5681.8933	 (88/88)
 
   Model = JC
   partition = 000000
   -lnL = 5997.7989
   K = 144 
 
   Model = JC+I
   partition = 000000
   -lnL = 5473.6134
   K = 145
   p-inv = 0.6080 
 
   Model = JC+G
   partition = 000000
   -lnL = 5423.7891
   K = 145
   gamma shape = 0.2110 
 
   Model = JC+I+G
   partition = 000000
   -lnL = 5413.7261
   K = 146
   p-inv = 0.5550
   gamma shape = 1.4820 
 
   Model = F81
   partition = 000000
   -lnL = 5985.8688
   K = 147
   freqA = 0.2224 
   freqC = 0.2206 
   freqG = 0.2544 
   freqT = 0.3026  
 
   Model = F81+I
   partition = 000000
   -lnL = 5444.7973
   K = 148
   freqA = 0.2348 
   freqC = 0.2026 
   freqG = 0.2306 
   freqT = 0.3320 
   p-inv = 0.6080 
 
   Model = F81+G
   partition = 000000
   -lnL = 5399.7772
   K = 148
   freqA = 0.2422 
   freqC = 0.1974 
   freqG = 0.2303 
   freqT = 0.3301 
   gamma shape = 0.2040 
 
   Model = F81+I+G
   partition = 000000
   -lnL = 5389.9253
   K = 149
   freqA = 0.2395 
   freqC = 0.1976 
   freqG = 0.2318 
   freqT = 0.3312 
   p-inv = 0.5620
   gamma shape = 1.5320 
 
   Model = K80
   partition = 010010
   -lnL = 5743.0356
   K = 145
   kappa = 4.8957 (ti/tv = 2.4479) 
 
   Model = K80+I
   partition = 010010
   -lnL = 5193.7695
   K = 146
   kappa = 5.5985 (ti/tv = 2.7993)
   p-inv = 0.6090 
 
   Model = K80+G
   partition = 010010
   -lnL = 5144.2054
   K = 146
   kappa = 6.0437 (ti/tv = 3.0219)
   gamma shape = 0.2090 
 
   Model = K80+I+G
   partition = 010010
   -lnL = 5128.5645
   K = 147
   kappa = 6.1770 (ti/tv = 3.0885)
   p-inv = 0.5490
   gamma shape = 1.1230 
 
   Model = HKY
   partition = 010010
   -lnL = 5715.0782
   K = 148
   freqA = 0.2330 
   freqC = 0.1865 
   freqG = 0.2644 
   freqT = 0.3162 
   kappa = 5.2579 (ti/tv = 2.5355) 
 
   Model = HKY+I
   partition = 010010
   -lnL = 5088.6676
   K = 149
   freqA = 0.2803 
   freqC = 0.1294 
   freqG = 0.1881 
   freqT = 0.4023 
   kappa = 8.8873 (ti/tv = 3.7392)
   p-inv = 0.6090 
 
   Model = HKY+G
   partition = 010010
   -lnL = 5011.2896
   K = 149
   freqA = 0.2815 
   freqC = 0.1264 
   freqG = 0.1802 
   freqT = 0.4119 
   kappa = 10.9180 (ti/tv = 4.5152)
   gamma shape = 0.1530 
 
   Model = HKY+I+G
   partition = 010010
   -lnL = 4988.5868
   K = 150
   freqA = 0.2800 
   freqC = 0.1185 
   freqG = 0.1735 
   freqT = 0.4279 
   kappa = 14.6446 (ti/tv = 5.8685)
   p-inv = 0.5640
   gamma shape = 0.7760 
 
   Model = TrNef
   partition = 010020
   -lnL = 5733.0092
   K = 146
   R(a) [AC] =  1.0000
   R(b) [AG] =  5.9249
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  4.1396
   R(f) [GT] =  1.0000 
 
   Model = TrNef+I
   partition = 010020
   -lnL = 5179.8929
   K = 147
   R(a) [AC] =  1.0000
   R(b) [AG] =  7.4405
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  4.3673
   R(f) [GT] =  1.0000
   p-inv = 0.6080 
 
   Model = TrNef+G
   partition = 010020
   -lnL = 5135.4232
   K = 147
   R(a) [AC] =  1.0000
   R(b) [AG] =  7.7839
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  4.8594
   R(f) [GT] =  1.0000
   gamma shape = 0.2050 
 
   Model = TrNef+I+G
   partition = 010020
   -lnL = 5117.7716
   K = 148
   R(a) [AC] =  1.0000
   R(b) [AG] =  8.4523
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  4.7678
   R(f) [GT] =  1.0000
   p-inv = 0.5580
   gamma shape = 1.2470 
 
   Model = TrN
   partition = 010020
   -lnL = 5707.7920
   K = 149
   freqA = 0.2153 
   freqC = 0.2074 
   freqG = 0.2419 
   freqT = 0.3355 
   R(a) [AC] =  1.0000
   R(b) [AG] =  6.3856
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  4.2536
   R(f) [GT] =  1.0000 
 
   Model = TrN+I
   partition = 010020
   -lnL = 5082.9123
   K = 150
   freqA = 0.2704 
   freqC = 0.1457 
   freqG = 0.1792 
   freqT = 0.4047 
   R(a) [AC] =  1.0000
   R(b) [AG] =  9.8992
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  7.0272
   R(f) [GT] =  1.0000
   p-inv = 0.6080 
 
   Model = TrN+G
   partition = 010020
   -lnL = 5011.2859
   K = 150
   freqA = 0.2812 
   freqC = 0.1267 
   freqG = 0.1798 
   freqT = 0.4124 
   R(a) [AC] =  1.0000
   R(b) [AG] =  11.0063
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  10.8470
   R(f) [GT] =  1.0000
   gamma shape = 0.1530 
 
   Model = TrN+I+G
   partition = 010020
   -lnL = 4988.4167
   K = 151
   freqA = 0.2773 
   freqC = 0.1210 
   freqG = 0.1707 
   freqT = 0.4310 
   R(a) [AC] =  1.0000
   R(b) [AG] =  15.4194
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.0000
   R(e) [CT] =  13.7258
   R(f) [GT] =  1.0000
   p-inv = 0.5640
   gamma shape = 0.7830 
 
   Model = TPM1
   partition = 012210
   -lnL = 5734.9983
   K = 146
   R(a) [AC] =  1.0000
   R(b) [AG] =  6.8530
   R(c) [AT] =  1.7950
   R(d) [CG] =  1.7950
   R(e) [CT] =  6.8530
   R(f) [GT] =  1.0000 
 
   Model = TPM1+I
   partition = 012210
   -lnL = 5191.3966
   K = 147
   R(a) [AC] =  1.0000
   R(b) [AG] =  8.1751
   R(c) [AT] =  1.9647
   R(d) [CG] =  1.9647
   R(e) [CT] =  8.1751
   R(f) [GT] =  1.0000
   p-inv = 0.6090 
 
   Model = TPM1+G
   partition = 012210
   -lnL = 5137.0826
   K = 147
   R(a) [AC] =  1.0000
   R(b) [AG] =  9.5661
   R(c) [AT] =  2.2041
   R(d) [CG] =  2.2041
   R(e) [CT] =  9.5661
   R(f) [GT] =  1.0000
   gamma shape = 0.2100 
 
   Model = TPM1+I+G
   partition = 012210
   -lnL = 5120.1598
   K = 148
   R(a) [AC] =  1.0000
   R(b) [AG] =  10.7808
   R(c) [AT] =  2.5368
   R(d) [CG] =  2.5368
   R(e) [CT] =  10.7808
   R(f) [GT] =  1.0000
   p-inv = 0.5490
   gamma shape = 1.1330 
 
   Model = TPM1uf
   partition = 012210
   -lnL = 5705.5978
   K = 149
   freqA = 0.2250 
   freqC = 0.1853 
   freqG = 0.2714 
   freqT = 0.3183 
   R(a) [AC] =  1.0000
   R(b) [AG] =  7.9103
   R(c) [AT] =  1.9995
   R(d) [CG] =  1.9995
   R(e) [CT] =  7.9103
   R(f) [GT] =  1.0000 
 
   Model = TPM1uf+I
   partition = 012210
   -lnL = 5086.5136
   K = 150
   freqA = 0.2814 
   freqC = 0.1318 
   freqG = 0.1924 
   freqT = 0.3944 
   R(a) [AC] =  1.0000
   R(b) [AG] =  8.0084
   R(c) [AT] =  0.8982
   R(d) [CG] =  0.8982
   R(e) [CT] =  8.0084
   R(f) [GT] =  1.0000
   p-inv = 0.6080 
 
   Model = TPM1uf+G
   partition = 012210
   -lnL = 5009.9090
   K = 150
   freqA = 0.2846 
   freqC = 0.1248 
   freqG = 0.1764 
   freqT = 0.4142 
   R(a) [AC] =  1.0000
   R(b) [AG] =  8.8743
   R(c) [AT] =  0.6500
   R(d) [CG] =  0.6500
   R(e) [CT] =  8.8743
   R(f) [GT] =  1.0000
   gamma shape = 0.1500 
 
   Model = TPM1uf+I+G
   partition = 012210
   -lnL = 4987.0183
   K = 151
   freqA = 0.2845 
   freqC = 0.1168 
   freqG = 0.1686 
   freqT = 0.4301 
   R(a) [AC] =  1.0000
   R(b) [AG] =  11.1849
   R(c) [AT] =  0.5371
   R(d) [CG] =  0.5371
   R(e) [CT] =  11.1849
   R(f) [GT] =  1.0000
   p-inv = 0.5630
   gamma shape = 0.7550 
 
   Model = TPM2
   partition = 010212
   -lnL = 5731.3001
   K = 146
   R(a) [AC] =  1.9714
   R(b) [AG] =  7.3661
   R(c) [AT] =  1.9714
   R(d) [CG] =  1.0000
   R(e) [CT] =  7.3661
   R(f) [GT] =  1.0000 
 
   Model = TPM2+I
   partition = 010212
   -lnL = 5197.5079
   K = 147
   R(a) [AC] =  1.1885
   R(b) [AG] =  6.1382
   R(c) [AT] =  1.1885
   R(d) [CG] =  1.0000
   R(e) [CT] =  6.1382
   R(f) [GT] =  1.0000
   p-inv = 0.6090 
 
   Model = TPM2+G
   partition = 010212
   -lnL = 5143.8884
   K = 147
   R(a) [AC] =  1.1517
   R(b) [AG] =  6.5653
   R(c) [AT] =  1.1517
   R(d) [CG] =  1.0000
   R(e) [CT] =  6.5653
   R(f) [GT] =  1.0000
   gamma shape = 0.2100 
 
   Model = TPM2+I+G
   partition = 010212
   -lnL = 5127.6485
   K = 148
   R(a) [AC] =  1.2881
   R(b) [AG] =  7.1599
   R(c) [AT] =  1.2881
   R(d) [CG] =  1.0000
   R(e) [CT] =  7.1599
   R(f) [GT] =  1.0000
   p-inv = 0.5480
   gamma shape = 1.1240 
 
   Model = TPM2uf
   partition = 010212
   -lnL = 5696.4485
   K = 149
   freqA = 0.2097 
   freqC = 0.1842 
   freqG = 0.2905 
   freqT = 0.3156 
   R(a) [AC] =  2.5764
   R(b) [AG] =  9.1613
   R(c) [AT] =  2.5764
   R(d) [CG] =  1.0000
   R(e) [CT] =  9.1613
   R(f) [GT] =  1.0000 
 
   Model = TPM2uf+I
   partition = 010212
   -lnL = 5088.2831
   K = 150
   freqA = 0.2853 
   freqC = 0.1297 
   freqG = 0.1839 
   freqT = 0.4011 
   R(a) [AC] =  0.7103
   R(b) [AG] =  7.3090
   R(c) [AT] =  0.7103
   R(d) [CG] =  1.0000
   R(e) [CT] =  7.3090
   R(f) [GT] =  1.0000
   p-inv = 0.6090 
 
   Model = TPM2uf+G
   partition = 010212
   -lnL = 5007.4939
   K = 150
   freqA = 0.2888 
   freqC = 0.1259 
   freqG = 0.1723 
   freqT = 0.4130 
   R(a) [AC] =  0.5371
   R(b) [AG] =  7.8502
   R(c) [AT] =  0.5371
   R(d) [CG] =  1.0000
   R(e) [CT] =  7.8502
   R(f) [GT] =  1.0000
   gamma shape = 0.1470 
 
   Model = TPM2uf+I+G
   partition = 010212
   -lnL = 4981.7650
   K = 151
   freqA = 0.2903 
   freqC = 0.1169 
   freqG = 0.1638 
   freqT = 0.4290 
   R(a) [AC] =  0.3510
   R(b) [AG] =  9.1821
   R(c) [AT] =  0.3510
   R(d) [CG] =  1.0000
   R(e) [CT] =  9.1821
   R(f) [GT] =  1.0000
   p-inv = 0.5610
   gamma shape = 0.7180 
 
   Model = TPM3
   partition = 012012
   -lnL = 5703.6127
   K = 146
   R(a) [AC] =  0.2134
   R(b) [AG] =  3.4342
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.2134
   R(e) [CT] =  3.4342
   R(f) [GT] =  1.0000 
 
   Model = TPM3+I
   partition = 012012
   -lnL = 5184.5725
   K = 147
   R(a) [AC] =  0.3380
   R(b) [AG] =  4.3449
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.3380
   R(e) [CT] =  4.3449
   R(f) [GT] =  1.0000
   p-inv = 0.6080 
 
   Model = TPM3+G
   partition = 012012
   -lnL = 5130.3580
   K = 147
   R(a) [AC] =  0.2996
   R(b) [AG] =  4.5057
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.2996
   R(e) [CT] =  4.5057
   R(f) [GT] =  1.0000
   gamma shape = 0.2190 
 
   Model = TPM3+I+G
   partition = 012012
   -lnL = 5115.0676
   K = 148
   R(a) [AC] =  0.2937
   R(b) [AG] =  4.5193
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.2937
   R(e) [CT] =  4.5193
   R(f) [GT] =  1.0000
   p-inv = 0.5410
   gamma shape = 1.1110 
 
   Model = TPM3uf
   partition = 012012
   -lnL = 5690.1867
   K = 149
   freqA = 0.2328 
   freqC = 0.2052 
   freqG = 0.2643 
   freqT = 0.2977 
   R(a) [AC] =  0.2683
   R(b) [AG] =  3.8639
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.2683
   R(e) [CT] =  3.8639
   R(f) [GT] =  1.0000 
 
   Model = TPM3uf+I
   partition = 012012
   -lnL = 5089.0802
   K = 150
   freqA = 0.2770 
   freqC = 0.1312 
   freqG = 0.1929 
   freqT = 0.3989 
   R(a) [AC] =  0.9948
   R(b) [AG] =  8.6171
   R(c) [AT] =  1.0000
   R(d) [CG] =  0.9948
   R(e) [CT] =  8.6171
   R(f) [GT] =  1.0000
   p-inv = 0.6090 
 
   Model = TPM3uf+G
   partition = 012012
   -lnL = 5010.3347
   K = 150
   freqA = 0.2814 
   freqC = 0.1237 
   freqG = 0.1797 
   freqT = 0.4152 
   R(a) [AC] =  1.4457
   R(b) [AG] =  12.1166
   R(c) [AT] =  1.0000
   R(d) [CG] =  1.4457
   R(e) [CT] =  12.1166
   R(f) [GT] =  1.0000
   gamma shape = 0.1510 
 
   Model = TPM3uf+I+G
   partition = 012012
   -lnL = 4984.4708
   K = 151
   freqA = 0.2810 
   freqC = 0.1140 
   freqG = 0.1713 
   freqT = 0.4337 
   R(a) [AC] =  2.6060
   R(b) [AG] =  20.3367
   R(c) [AT] =  1.0000
   R(d) [CG] =  2.6060
   R(e) [CT] =  20.3367
   R(f) [GT] =  1.0000
   p-inv = 0.5610
   gamma shape = 0.7390 
 
   Model = TIM1ef
   partition = 012230
   -lnL = 5724.3887
   K = 147
   R(a) [AC] =  1.0000
   R(b) [AG] =  8.4186
   R(c) [AT] =  1.8373
   R(d) [CG] =  1.8373
   R(e) [CT] =  5.8815
   R(f) [GT] =  1.0000 
 
   Model = TIM1ef+I
   partition = 012230
   -lnL = 5167.6637
   K = 148
   R(a) [AC] =  1.0000
   R(b) [AG] =  11.5273
   R(c) [AT] =  2.0925
   R(d) [CG] =  2.0925
   R(e) [CT] =  6.8171
   R(f) [GT] =  1.0000
   p-inv = 0.6080 
 
   Model = TIM1ef+G
   partition = 012230
   -lnL = 5128.6794
   K = 148
   R(a) [AC] =  1.0000
   R(b) [AG] =  12.4323
   R(c) [AT] =  2.2234
   R(d) [CG] =  2.2234
   R(e) [CT] =  7.7199
   R(f) [GT] =  1.0000
   gamma shape = 0.2090 
 
   Model = TIM1ef+I+G
   partition = 012230
   -lnL = 5109.9852
   K = 149
   R(a) [AC] =  1.0000
   R(b) [AG] =  14.6713
   R(c) [AT] =  2.5513
   R(d) [CG] =  2.5513
   R(e) [CT] =  8.3779
   R(f) [GT] =  1.0000
   p-inv = 0.5580
   gamma shape = 1.2760 
 
   Model = TIM1
   partition = 012230
   -lnL = 5698.7450
   K = 150
   freqA = 0.2088 
   freqC = 0.2085 
   freqG = 0.2497 
   freqT = 0.3330 
   R(a) [AC] =  1.0000
   R(b) [AG] =  9.2344
   R(c) [AT] =  1.9164
   R(d) [CG] =  1.9164
   R(e) [CT] =  6.1895
   R(f) [GT] =  1.0000 
 
   Model = TIM1+I
   partition = 012230
   -lnL = 5085.8638
   K = 151
   freqA = 0.2713 
   freqC = 0.1414 
   freqG = 0.1732 
   freqT = 0.4140 
   R(a) [AC] =  1.0000
   R(b) [AG] =  9.2948
   R(c) [AT] =  0.8045
   R(d) [CG] =  0.8045
   R(e) [CT] =  6.6573
   R(f) [GT] =  1.0000
   p-inv = 0.6080 
 
   Model = TIM1+G
   partition = 012230
   -lnL = 5009.9032
   K = 151
   freqA = 0.2841 
   freqC = 0.1252 
   freqG = 0.1759 
   freqT = 0.4148 
   R(a) [AC] =  1.0000
   R(b) [AG] =  8.9379
   R(c) [AT] =  0.6486
   R(d) [CG] =  0.6486
   R(e) [CT] =  8.7785
   R(f) [GT] =  1.0000
   gamma shape = 0.1500 
 
   Model = TIM1+I+G
   partition = 012230
   -lnL = 4986.8508
   K = 152
   freqA = 0.2817 
   freqC = 0.1191 
   freqG = 0.1660 
   freqT = 0.4333 
   R(a) [AC] =  1.0000
   R(b) [AG] =  11.7254
   R(c) [AT] =  0.5331
   R(d) [CG] =  0.5331
   R(e) [CT] =  10.4728
   R(f) [GT] =  1.0000
   p-inv = 0.5640
   gamma shape = 0.7600 
 
   Model = TIM2ef
   partition = 010232
   -lnL = 5721.1476
